BW3S_LiveOpCard_Bouncee,"Bounce bubbles to summon Bouncees! Collect the most against other players."
BW3S_LiveOpCard_BroomRace,"Get challenged to a magic duel! Earn stars for big rewards!"
BW3S_LiveOpCard_CC,"Top scores win rewards and only the #1 will become part of the game."
BW3S_LiveOpCard_FairyDash,"Beat episodes before other players to get a wicked prize!"
BW3S_LiveOpCard_MC,"Compete in the 3 round tournament for a chance to create a character!"
BW3S_LiveOpCard_MagicDuel,"You've been challenged to a magic duel! Earn stars for big rewards!"
BW3S_LiveOpCard_PeekaBook,"Reach the 3 ghosts on the map to get rewards!"
BW3S_LiveOpCard_PlayersClub,"Complete Magical Acts with teammates to summon prizes!"
BW3S_LiveOpCard_PoG,"Light up the room to win a share of 500,000 Gold Bars!"
BW3S_LiveOpCard_SpookyD,"Andy is afraid of the dark. Help him light up the way to meet Lucy!"
BW3S_LiveOpCard_SpookyL,"Andy is afraid of the dark! Help him light up the Spooky Library!"
BW3S_LiveOpCard_Starlight,"Make the lamps shine bright! Collect stars against other players."
BW3S_LiveOpCard_StellasLab,"Pass special levels to brew the blue star potion and win rewards!"
BW3S_LiveOpCard_TEST,"this is a test"
BW3S_LiveOpCard_ToT,"Unite wands and collect candies for the Tricksies!"
BW3S_LiveOps_LoM_welcome_text,"Feel the magic and use your powers to be crowned Legend of the Month!"
BW3S_LiveOps_StellasLab_Return_Description,"Stella's Lab is back! Come and pass these special levels!"
CCSS_LiveOp_Trolls_Treasure_Video,"""Play your way across the Rainbow Bridge""
""to Bubblegum Hill""
""And hunt for he Troll's hidden gold""
""Can you complete the tricky challenge""
""to reach the top of the hill""
""And get your sticky fingers""
""On a share of 5 million gold bars""
""Troll's Treasure"""
level_fire_charm,"Fire Charm"
liveop_bounces_tutorial,"Bouncee Bonanza is on! Bounce off the sides to summon a Bouncee."
liveops_1attempt_EGP_text,"If you quit you'll lose the Golden Pin!"
liveops_1attempt_saga_bubble,Wicked!
liveops_1attempt_text,"Beat this level on your 1st attempt and win a Golden Pin!"
liveops_1attempt_text_2,"Beat this level to receive a Golden Pin!"
liveops_1attempt_title,"1st Attempt!"
liveops_1attempt_win_text,"You did it on your 1st attempt!"
liveops_1attempt_win_title,Magical!
liveops_boosterexclusivity_name,"Lucy's Discovery"
liveops_boostersexclusivity_contextual_tutotrial,"Watch out for the magic barrier! It'll push you back each time you fail!"
liveops_boostersexclusivity_lose_text,"Oh no! The spells disappeared! Maybe we will find them later..."
liveops_boostersexclusivity_narrative_1,"I read about this magic place in the Spooky Library..."
liveops_boostersexclusivity_narrative_2,"There's a chest with secret new spells over there."
liveops_boostersexclusivity_narrative_3,"So, what are we waiting for? Let's go get it!"
liveops_boostersexclusivity_narrative_5,"You did it! You will be the first to use these new spells!"
liveops_boostersexclusivity_narrative_6,"Yeah! Can't wait to try them!"
liveops_boostersexclusivity_returning_text,"The chest with new spells is still there! Be the first to try them!"
liveops_boostersexclusivity_title,"Lucy's Discovery"
liveops_boostersexclusivity_welcome_text,"Lucy has discovered some new spells. Explore with her to reach them!"
liveops_boostersexclusivity_win_text,"Congratulations! Time to try out your new spells!"
liveops_bounces_lose,"Not enough Bouncees for a prize. Try next time!"
liveops_bounces_ranking,"Bounce to summon Bouncees - as many as you can!"
liveops_bounces_title,"Bouncee Bonanza"
liveops_bounces_welcome,"Bounce bubbles off the sides to summon Bouncees! Collect the most against other players."
liveops_bounces_win,"Bouncellent! You've won a reward."
liveops_button_end,"Ends in:"
liveops_button_start,"Starts in:"
liveops_cauldronclassic_button,"Play now"
liveops_cauldronclassic_finalscore_body,"Here’s your final score! Soon the winner will be revealed..."
liveops_cauldronclassic_narrative1_body,"Get as many points as you can per level to increase your score and win prizes."
liveops_cauldronclassic_narrative2_body,"The score below the cauldron is the sum of your highest score on each level."
liveops_cauldronclassic_replay_body,"Replay levels to beat your highest score and win prizes."
liveops_cauldronclassic_title1,"Cauldron Classic"
liveops_cauldronclassic_title2,"Cauldron
Classic"
liveops_cauldronclassic_welcome_body,"Top scores win rewards and only the #1 will become part of the game. Wands ready!"
liveops_dailybonus_day,"Day {0}"
liveops_dailybonus_noconnection,"You need an Internet connection to get your Daily Gift."
liveops_dailybonus_notification_day1_1,"🎁 Your daily gifts are back!
You need an Internet connection to get them."
liveops_dailybonus_notification_day1_2,"🎁 Your daily gifts start again!
You need an Internet connection to get them. 🐦 Maggie"
liveops_dailybonus_notification_day2_1,"Day 2: 1 gift down 🎁 4 more to go!
You need an Internet connection to get your gift!"
liveops_dailybonus_notification_day2_2,"🎁 Hope you enjoyed yesterday's gift...
You need an Internet connection to get today's gift. 🐦 Maggie"
liveops_dailybonus_notification_day3_1,"Day 3: 🎉 You're halfway there 🎉
🎁 You need an Internet connection to get today's gift. 🎁"
liveops_dailybonus_notification_day3_2,"🎁 You need an Internet connection to get today's gift.
You're in for a treat... 🐦 Maggie"
liveops_dailybonus_notification_day4_1,"Day 4: ⏰ tick-tock, tick-tock...
🎁 You need an Internet connection to get today's gift."
liveops_dailybonus_notification_day4_2,"Did you enjoy yesterday's gift?
🎁 You need an Internet connection to get today's gift. 🐦 Maggie"
liveops_dailybonus_notification_day5_1,"Day 5: 🎁 You need an Internet connection to get today's gift.
That will be your 5th in a row 😉"
liveops_dailybonus_notification_day5_2,"You need an Internet connection to get today's gift!
🎁 It'll be your 5th in a row! 🐦 Maggie"
liveops_dailybonus_notification_miss1,"You missed yesterday's gift…
Don't worry, start again and remember you need an Internet connection to get today's gift!"
liveops_dailybonus_notification_miss2,"Oh no 😓 you forgot to get yesterday's gift...
You need an Internet connection to get today's gift 🐦 Maggie"
liveops_dailybonus_notification_miss3,"I believe in second chances...
You need an Internet connection to get today's gift 🐦 Maggie"
liveops_dailybonus_text,"Come back tomorrow for a new gift from Maggie!"
liveops_dailybonus_title,"Daily Gift!"
liveops_dailystreak_day,Day
liveops_dailystreak_description,"Come back tomorrow for a new gift from Flynn!"
liveops_dailystreak_notification_reminder,"🎁 Your daily gift is ready!
You need an Internet connection to get it. 🐦 Flynn"
liveops_dailystreak_title,"Daily Play Streak"
liveops_dailystreak_title2,"Daily Streak"
liveops_dailystreak_today,Today
liveops_duel_intro,"The duel has started! Collect more stars than {0} to win!"
liveops_duel_losing,"{0} is in the lead! Collect more stars to catch up!"
liveops_duel_lost,"Oh no, {0} won! Better luck next time!"
liveops_duel_title,"Magic Duel"
liveops_duel_toaster,"{0} new stars collected!"
liveops_duel_toaster2,"+{0} stars!"
liveops_duel_toaster3,"+1 star!"
liveops_duel_winning,"You are in the lead, keep going! The one with the most stars wins!"
liveops_duel_won,"Wicked! You won! Here is an amazing prize to celebrate!"
liveops_episode_trophy_1st_attempt_explanation_1,"Catch the King by winning on 1st attempts!"
liveops_episode_trophy_button_go,"Chase him!"
liveops_episode_trophy_button_lose,"I will"
liveops_episode_trophy_button_win,Hooray!
liveops_episode_trophy_intro,"Troll King has stolen the Fairy Queen's crowns! Complete levels on the 1st attempt to catch him and retrieve them!"
liveops_episode_trophy_lose_text,"Troll King escaped with some crowns. He will raid again - try to catch him next time."
liveops_episode_trophy_lose_title,"Plunderous getaway!"
liveops_episode_trophy_narrative_trophy_1,"Sure, take a crown - I still have more! You won't catch me again!"
liveops_episode_trophy_narrative_trophy_1_repeat,"Catch me once, a crown for you. Catch me twice - well, you'll never know!"
liveops_episode_trophy_narrative_trophy_2,"You?? Can't I enjoy my spoils? No matter. I still have a crown - BYE!"
